"PRODUCT","name_mapping","name"
"Cacnea","cacnea","Cacnea"
"Cacturne","cacturne","Cacturne"
"Chatot","chatot","Chatot"
"Chesnaught","chesnaught","Chesnaught"
"Chesnaught BREAK","chesnaught","Chesnaught"
"Chespin (7)","chespin","Chespin"
"Chespin (8)","chespin","Chespin"
"Chespin (9)","chespin","Chespin"
"Cresselia","cresselia","Cresselia"
"Cubone","cubone","Cubone"
"Cyndaquil","cyndaquil","Cyndaquil"
"Dedenne","dedenne","Dedenne"
"Dodrio","dodrio","Dodrio"
"Doduo (115)","doduo","Doduo"
"Doduo (116)","doduo","Doduo"
"Elgyem","elgyem","Elgyem"
"Empoleon","empoleon","Empoleon"
"Fennekin","fennekin","Fennekin"
"Fisherman","fisherman",NA
"Flabebe","flabebe",NA
"Float Stone","float stone",NA
"Floette","floette","Floette"
"Florges","florges","Florges"
"Florges BREAK","florges","Florges"
"Fraxure","fraxure","Fraxure"
"Froakie","froakie","Froakie"
"Frogadier","frogadier","Frogadier"
"Gallade","gallade","Gallade"
"Gastly","gastly","Gastly"
"Gengar","gengar","Gengar"
"Giovanni's Scheme","scheme",NA
"Giovanni's Scheme (Full Art)","scheme",NA
"Glalie EX","glalie","Glalie"
"Glalie EX (Full Art)","glalie","Glalie"
"Glalie Spirit Link","glalie","Glalie"
"Gogoat","gogoat","Gogoat"
"Goldeen","goldeen","Goldeen"
"Granbull","granbull","Granbull"
"Haunter","haunter","Haunter"
"Hawlucha","hawlucha","Hawlucha"
"Haxorus","haxorus","Haxorus"
"Heavy Ball","heavy ball",NA
"Heavy Boots","heavy boots",NA
"Hippopotas","hippopotas","Hippopotas"
"Hoothoot","hoothoot","Hoothoot"
"Houndoom EX","houndoom","Houndoom"
"Houndoom EX (Full Art)","houndoom","Houndoom"
"Houndoom Spirit Link","houndoom","Houndoom"
"Inkay","inkay","Inkay"
"Judge","judge",NA
"Kirlia","kirlia","Kirlia"
"M Glalie EX","glalie","Glalie"
"M Glalie EX (Full Art)","glalie","Glalie"
"M Houndoom EX","houndoom","Houndoom"
"M Houndoom EX (Full Art)","houndoom","Houndoom"
"M Mewtwo EX (159 Full Art)","mewtwo","Mewtwo"
"M Mewtwo EX (160 Full Art)","mewtwo","Mewtwo"
"M Mewtwo EX (63)","mewtwo","Mewtwo"
"M Mewtwo EX (64)","mewtwo","Mewtwo"
"Magnemite (51)","magnemite","Magnemite"
"Magnemite (52)","magnemite","Magnemite"
"Magneton","magneton","Magneton"
"Magnezone","magnezone","Magnezone"
"Mamoswine","mamoswine","Mamoswine"
"Marowak","marowak","Marowak"
"Marowak BREAK","marowak","Marowak"
"Meloetta","meloetta","Meloetta"
"Meowth","meowth","Meowth"
"Mewtwo EX (157 Full Art)","mewtwo","Mewtwo"
"Mewtwo EX (158 Full Art)","mewtwo","Mewtwo"
"Mewtwo EX (163 Secret Full Art)","mewtwo","Mewtwo"
"Mewtwo EX (164 Secret Full Art)","mewtwo","Mewtwo"
"Mewtwo EX (61)","mewtwo","Mewtwo"
"Mewtwo EX (62)","mewtwo","Mewtwo"
"Mewtwo Spirit Link","mewtwo","Mewtwo"
"Misdreavus","misdreavus","Misdreavus"
"Mismagius","mismagius","Mismagius"
"Mr. Mime","mr. mime","Mr. Mime"
"Noctowl","noctowl","Noctowl"
"Noibat (131)","noibat","Noibat"
"Noibat (132)","noibat","Noibat"
"Noivern","noivern","Noivern"
"Noivern BREAK","noivern","Noivern"
"Octillery","octillery","Octillery"
"Pancham","pancham","Pancham"
"Panpour","panpour","Panpour"
"Pansage","pansage","Pansage"
"Pansear","pansear","Pansear"
"Parallel City","parallel city",NA
"Paras","paras","Paras"
"Parasect","parasect","Parasect"
"Pikachu","pikachu","Pikachu"
"Piloswine","piloswine","Piloswine"
"Pinsir","pinsir","Pinsir"
"Piplup","piplup","Piplup"
"Prinplup","prinplup","Prinplup"
"Professor's Letter","professor's letter",NA
"Quilava","quilava","Quilava"
"Quilladin","quilladin","Quilladin"
"Raichu","raichu","Raichu"
"Raichu BREAK","raichu","Raichu"
"Raikou","raikou","Raikou"
"Rainbow Energy","rainbow energy",NA
"Ralts (100)","ralts","Ralts"
"Ralts (68)","ralts","Ralts"
"Remoraid (31)","remoraid","Remoraid"
"Remoraid (32)","remoraid","Remoraid"
"Reserved Ticket","reserved ticket",NA
"Rufflet","rufflet","Rufflet"
"Sandshrew","sandshrew","Sandshrew"
"Sandslash","sandslash","Sandslash"
"Scatterbug","scatterbug","Scatterbug"
"Seaking","seaking","Seaking"
"Simipour","simipour","Simipour"
"Simisage","simisage","Simisage"
"Simisear","simisear","Simisear"
"Skiddo","skiddo","Skiddo"
"Skyla","skyla",NA
"Smeargle","smeargle","Smeargle"
"Snorlax","snorlax","Snorlax"
"Snover","snover","Snover"
"Snubbull","snubbull","Snubbull"
"Spewpa","spewpa","Spewpa"
"Spritzee","spritzee","Spritzee"
"Staraptor","staraptor","Staraptor"
"Staravia","staravia","Staravia"
"Starly","starly","Starly"
"Starmie","starmie","Starmie"
"Staryu","staryu","Staryu"
"Stunfisk","stunfisk","Stunfisk"
"Super Rod","super rod",NA
"Swablu","swablu","Swablu"
"Swinub","swinub","Swinub"
"Swoobat","swoobat","Swoobat"
"Teddiursa","teddiursa","Teddiursa"
"Town Map","town map",NA
"Typhlosion","typhlosion","Typhlosion"
"Ursaring","ursaring","Ursaring"
"Vanillish","vanillish","Vanillish"
"Vanillite","vanillite","Vanillite"
"Vanilluxe","vanilluxe","Vanilluxe"
"Vivillon","vivillon","Vivillon"
"Wobbuffet","wobbuffet","Wobbuffet"
"Woobat","woobat","Woobat"
"Xerneas","xerneas","Xerneas"
"Yveltal","yveltal","Yveltal"
"Zoroark","zoroark","Zoroark"
"Zoroark BREAK","zoroark","Zoroark"
"Zorua (89)","zorua","Zorua"
"Zorua (90)","zorua","Zorua"
"Ace Trainer","ace trainer",NA
"Ampharos EX","ampharos","Ampharos"
"Ampharos EX (87 Full Art)","ampharos","Ampharos"
"Ampharos Spirit Link","ampharos","Ampharos"
"Ariados","ariados","Ariados"
"Baltoy (31)","baltoy","Baltoy"
"Baltoy (32)","baltoy","Baltoy"
"Beldum","beldum","Beldum"
"Bellossom","bellossom","Bellossom"
"Claydol","claydol","Claydol"
"Combee","combee","Combee"
"Cottonee","cottonee","Cottonee"
"Dangerous Energy","dangerous energy",NA
"Eco Arm","eco arm",NA
"Eevee","eevee","Eevee"
"Energy Recycler","energy recycler",NA
"Energy Retrieval","energy retrieval",NA
"Entei (14)","entei","Entei"
"Entei (15)","entei","Entei"
"Faded Town","faded town",NA
"Flareon","flareon","Flareon"
"Flash Energy","flash energy",NA
"Forest of Giant Plants","forest of giant plants",NA
"Gardevoir","gardevoir","Gardevoir"
"Giratina EX","giratina","Giratina"
"Giratina EX (93 Full Art)","giratina","Giratina"
"Gloom","gloom","Gloom"
"Golett","golett","Golett"
"Golurk (35)","golurk","Golurk"
"Golurk (41)","golurk","Golurk"
"Goodra","goodra","Goodra"
"Goomy","goomy","Goomy"
"Gyarados (20)","gyarados","Gyarados"
"Gyarados (21)","gyarados","Gyarados"
"Hex Maniac","hex maniac",NA
"Hoopa EX","hoopa","Hoopa"
"Hoopa EX (89 Full Art)","hoopa","Hoopa"
"Inkay","inkay","Inkay"
"Jolteon","jolteon","Jolteon"
"Kirlia","kirlia","Kirlia"
"Kyurem EX","kyurem","Kyurem"
"Kyurem EX (86 Full Art)","kyurem","Kyurem"
"Larvesta","larvesta","Larvesta"
"Level Ball","level ball",NA
"Lucky Helmet","lucky helmet",NA
"Lugia EX","lugia","Lugia"
"Lugia EX (94 Full Art)","lugia","Lugia"
"Lysandre","lysandre",NA
"M Ampharos EX","ampharos","Ampharos"
"M Ampharos EX (88 Full Art)","ampharos","Ampharos"
"M Rayquaza EX (Shiny Full Art)","rayquaza","Rayquaza"
"M Sceptile EX","sceptile","Sceptile"
"M Sceptile EX (85 Full Art)","sceptile","Sceptile"
"M Tyranitar EX","tyranitar","Tyranitar"
"M Tyranitar EX (92 Full Art)","tyranitar","Tyranitar"
"Machamp EX","machamp","Machamp"
"Machamp EX (90 Full Art)","machamp","Machamp"
"Magikarp","magikarp","Magikarp"
"Malamar","malamar","Malamar"
"Meowth","meowth","Meowth"
"Metagross (49)","metagross","Metagross"
"Metagross (50)","metagross","Metagross"
"Metang","metang","Metang"
"Oddish","oddish","Oddish"
"Paint Roller","paint roller",NA
"Persian","persian","Persian"
"Porygon","porygon","Porygon"
"Porygon2","porygon","Porygon"
"Porygon-Z (66)","porygon-z","Porygon-Z"
"Porygon-Z (67)","porygon-z","Porygon-Z"
"Primal Groudon EX (Shiny Full Art)","groudon","Groudon"
"Primal Kyogre EX (Shiny Full Art)","kyogre","Kyogre"
"Quagsire","quagsire","Quagsire"
"Ralts","ralts","Ralts"
"Regice","regice","Regice"
"Regirock","regirock","Regirock"
"Registeel","registeel","Registeel"
"Relicanth","relicanth","Relicanth"
"Rotom","rotom","Rotom"
"Sableye","sableye","Sableye"
"Sceptile EX","sceptile","Sceptile"
"Sceptile EX (84 Full Art)","sceptile","Sceptile"
"Sceptile Spirit Link","sceptile","Sceptile"
"Sliggoo","sliggoo","Sliggoo"
"Spinarak","spinarak","Spinarak"
"Steven (Full Art)","steven",NA
"Trainers' Mail","trainers' mail",NA
"Tyranitar EX","tyranitar","Tyranitar"
"Tyranitar EX (91 Full Art)","tyranitar","Tyranitar"
"Tyranitar Spirit Link","tyranitar","Tyranitar"
"Unown","unown","Unown"
"Vaporeon","vaporeon","Vaporeon"
"Vespiquen (10)","vespiquen","Vespiquen"
"Vespiquen (11)","vespiquen","Vespiquen"
"Vileplume","vileplume","Vileplume"
"Virizion","virizion","Virizion"
"Volcarona (17)","volcarona","Volcarona"
"Volcarona (18)","volcarona","Volcarona"
"Whimsicott","whimsicott","Whimsicott"
"Wooper","wooper","Wooper"
"Absol","absol","Absol"
"Altaria (53)","altaria","Altaria"
"Altaria (74 Delta)","altaria","Altaria"
"Articuno (16)","articuno","Articuno"
"Articuno (17 Delta)","articuno","Articuno"
"Bagon (54)","bagon","Bagon"
"Bagon (55)","bagon","Bagon"
"Banette (31)","banette","Banette"
"Banette (32 Delta)","banette","Banette"
"Beautifly","beautifly","Beautifly"
"Binacle","binacle","Binacle"
"Carbink","carbink","Carbink"
"Cascoon","cascoon","Cascoon"
"Deoxys","deoxys","Deoxys"
"Double Dragon Energy","double dragon energy",NA
"Dragonair","dragonair","Dragonair"
"Dragonite (51)","dragonite","Dragonite"
"Dragonite (52 Delta)","dragonite","Dragonite"
"Dratini","dratini","Dratini"
"Dunsparce","dunsparce","Dunsparce"
"Dustox (7)","dustox","Dustox"
"Dustox (8 Delta)","dustox","Dustox"
"Electrike","electrike","Electrike"
"Electrode","electrode","Electrode"
"Energy Switch","energy switch",NA
"Exeggcute","exeggcute","Exeggcute"
"Exeggutor","exeggutor","Exeggutor"
"Fearow","fearow","Fearow"
"Fletchinder","fletchinder","Fletchinder"
"Fletchling","fletchling","Fletchling"
"Gallade EX","gallade","Gallade"
"Gallade EX (99 Full Art)","gallade","Gallade"
"Gallade Spirit Link","gallade","Gallade"
"Gligar","gligar","Gligar"
"Gliscor","gliscor","Gliscor"
"Hawlucha","hawlucha","Hawlucha"
"Healing Scarf","healing scarf",NA
"Hydreigon EX","hydreigon","Hydreigon"
"Hydreigon EX (103 Full Art)","hydreigon","Hydreigon"
"Inkay","inkay","Inkay"
"Jirachi","jirachi","Jirachi"
"Klefki","klefki","Klefki"
"Latios EX","latios","Latios"
"Latios EX (101 Full Art)","latios","Latios"
"Latios Spirit Link","latios","Latios"
"M Gallade EX","gallade","Gallade"
"M Gallade EX (100 Full Art)","gallade","Gallade"
"M Latios EX","latios","Latios"
"M Latios EX (102 Full Art)","latios","Latios"
"M Rayquaza EX (105 Full Art)","rayquaza","Rayquaza"
"M Rayquaza EX (61)","rayquaza","Rayquaza"
"M Rayquaza EX (76)","rayquaza","Rayquaza"
"Manectric","manectric","Manectric"
"Mega Turbo","mega turbo",NA
"Meowth","meowth","Meowth"
"Natu (27)","natu","Natu"
"Natu (28 Delta)","natu","Natu"
"Nincada","nincada","Nincada"
"Ninjask","ninjask","Ninjask"
"Pelipper","pelipper","Pelipper"
"Pidove","pidove","Pidove"
"Pikachu","pikachu","Pikachu"
"Rayquaza EX (104 Full Art)","rayquaza","Rayquaza"
"Rayquaza EX (60)","rayquaza","Rayquaza"
"Rayquaza EX (75)","rayquaza","Rayquaza"
"Rayquaza Spirit Link","rayquaza","Rayquaza"
"Reshiram","reshiram","Reshiram"
"Revive","revive",NA
"Salamence","salamence","Salamence"
"Shaymin EX","shaymin",NA
"Shaymin EX (106 Full Art)","shaymin",NA
"Shedinja","shedinja","Shedinja"
"Shelgon","shelgon","Shelgon"
"Shuppet","shuppet","Shuppet"
"Silcoon","silcoon","Silcoon"
"Skarmory","skarmory","Skarmory"
"Sky Field","sky field",NA
"Spearow","spearow","Spearow"
"Steven","steven",NA
"Swablu","swablu","Swablu"
"Swellow (71)","swellow","Swellow"
"Swellow (72 Delta)","swellow","Swellow"
"Switch","switch",NA
"Taillow","taillow","Taillow"
"Talonflame","talonflame","Talonflame"
"Thundurus EX","thundurus","Thundurus"
"Thundurus EX (98 Full Art)","thundurus","Thundurus"
"Togekiss (45)","togekiss","Togekiss"
"Togekiss (46 Delta)","togekiss","Togekiss"
"Togepi","togepi","Togepi"
"Togetic","togetic","Togetic"
"Trainers' Mail","trainers' mail",NA
"Tranquill","tranquill","Tranquill"
"Tropius","tropius","Tropius"
"Ultra Ball","ultra ball",NA
"Unfezant (80)","unfezant","Unfezant"
"Unfezant (81 Delta)","unfezant","Unfezant"
"Victini","victini","Victini"
"Voltorb","voltorb","Voltorb"
"VS Seeker","vs seeker",NA
"Wally","wally",NA
"Wally (107 Full Art)","wally",NA
"Wide Lens","wide lens",NA
"Wingull","wingull","Wingull"
"Winona","winona",NA
"Winona (108 Full Art)","winona",NA
"Wurmple","wurmple","Wurmple"
"Xatu","xatu","Xatu"
"Zapdos","zapdos","Zapdos"
"Zekrom","zekrom","Zekrom"
"Acro Bike (#20 Latias)","acro bike",NA
"Acro Bike (#20 Latios)","acro bike",NA
"Acro Bike (#29 Latias)","acro bike",NA
"Delcatty (#19)","delcatty","Delcatty"
"Delcatty (#24)","delcatty","Delcatty"
"Fighting Energy (#10)","fighting energy",NA
"Fighting Energy (#17)","fighting energy",NA
"Fighting Energy (#2)","fighting energy",NA
"Fighting Energy (#3)","fighting energy",NA
"Fighting Energy (#5)","fighting energy",NA
"Fighting Energy (#6)","fighting energy",NA
"Fighting Energy (#7)","fighting energy",NA
"Fighting Energy (#8)","fighting energy",NA
"Fighting Energy (#9)","fighting energy",NA
"Fletchling","fletchling","Fletchling"
"Grass Energy (#1)","grass energy",NA
"Grass Energy (#19)","grass energy",NA
"Grass Energy (#2)","grass energy",NA
"Grass Energy (#3)","grass energy",NA
"Grass Energy (#5)","grass energy",NA
"Grovyle (#18)","grovyle","Grovyle"
"Grovyle (#27)","grovyle","Grovyle"
"Latias (#14 Non-Holo)","latias","Latias"
"Latias (#30 Holo)","latias","Latias"
"Latios (#13 Non-Holo)","latios","Latios"
"Latios (#30 Holo)","latios","Latios"
"Lombre (#21)","lombre","Lombre"
"Lombre (#6)","lombre","Lombre"
"Lotad (#11)","lotad","Lotad"
"Lotad (#23)","lotad","Lotad"
"Machoke (#14)","machoke","Machoke"
"Machoke (#22)","machoke","Machoke"
"Machop (#11)","machop","Machop"
"Machop (#28)","machop","Machop"
"Potion (Latias)","potion",NA
"Potion (Latios)","potion",NA
"Psychic Energy (#10 - Latias)","psychic energy",NA
"Psychic Energy (#16 - Latios)","psychic energy",NA
"Psychic Energy (#17 - Latias)","psychic energy",NA
"Psychic Energy (#18 - Latios)","psychic energy",NA
"Psychic Energy (#22 - Latias)","psychic energy",NA
"Psychic Energy (#28 - Latias)","psychic energy",NA
"Psychic Energy (#29 - Latios)","psychic energy",NA
"Psychic Energy (#8 - Latias)","psychic energy",NA
"Psychic Energy (#9 - Latias)","psychic energy",NA
"Rhydon (#25)","rhydon","Rhydon"
"Rhydon (#4)","rhydon","Rhydon"
"Rhyhorn (#15)","rhyhorn","Rhyhorn"
"Rhyhorn (#23)","rhyhorn","Rhyhorn"
"Skitty (#1)","skitty","Skitty"
"Skitty (#27)","skitty","Skitty"
"Solrock (#12)","solrock","Solrock"
"Solrock (#26)","solrock","Solrock"
"Surskit","surskit","Surskit"
"Tangela (#13)","tangela","Tangela"
"Tangela (#26)","tangela","Tangela"
"Tangrowth (#12)","tangrowth","Tangrowth"
"Tangrowth (#25)","tangrowth","Tangrowth"
"Treecko (#24)","treecko","Treecko"
"Treecko (#7)","treecko","Treecko"
"______'s Oshawott","oshawott","Oshawott"
"______'s Snivy","snivy","Snivy"
"______'s Tepig","tepig","Tepig"
"Alakazam - 1/12 (Box Topper)","alakazam","Alakazam"
"Alakazam V - SWSH083","alakazam","Alakazam"
"Alolan Marowak GX - SM187 (SM Black Star Promo)","marowak","Marowak"
"Alolan Raichu SM65 - (SM Black Star Promo)","raichu","Raichu"
"Alolan Sandslash GX - SM236 (SM Black Star Promo)","sandslash","Sandslash"
"Arcanine - XY180 (XY Black Star Promos)","arcanine","Arcanine"
"Arceus - DP50 (DP Black Star Promos)","arceus","Arceus"
"Articuno, Moltres and Zapdos (Warner Bros. Promo)","articuno","Articuno"
"Ash-Greninja EX - XY133 (XY Black Star Promos)","greninja","Greninja"
"Aurorus EX - XY102 (XY Black Star Promos)","aurorus","Aurorus"
"Bewear GX - SM34 (Black Star Promos)","bewear","Bewear"
"Blastoise GX - SM189 (Black Star Promos)","blastoise","Blastoise"
"Blastoise VMAX - SWSH103","blastoise","Blastoise"
"Buzzwole GX - SM69 (SM Black Star Promos)","buzzwole","Buzzwole"
"Charizard - 4 (CoroCoro Promo)","charizard","Charizard"
"Charizard - 9/12 (Box Topper)","charizard","Charizard"
"Charizard - S1/S4 (Box Topper)","charizard","Charizard"
"Charizard & Braixen GX - SM230 (SM Black Star Promo)","charizard","Charizard"
"Charizard EX - 11 (Flashfire)","charizard","Charizard"
"Charizard EX - XY121 (XY Black Star Promos)","charizard","Charizard"
"Charizard EX - XY17 (XY Black Star Promos)","charizard","Charizard"
"Charizard GX - SM195 (SM Black Star Promo)","charizard","Charizard"
"Charizard GX - SM211  (SM Black Star Promo)","charizard","Charizard"
"Charizard GX - SM60 (SM Black Star Promos)","charizard","Charizard"
"Cinderace V - SWSH015","cinderace","Cinderace"
"Combusken - 9 (Nintendo Black Star Promo)","combusken","Combusken"
"Copperajah V - SWSH030","copperajah","Copperajah"
"Crobat - 10/12 (Box Topper)","crobat","Crobat"
"Crobat VMAX - SWSH099","crobat","Crobat"
"Dark Blastoise - S2/S4 (Box Topper)","blastoise","Blastoise"
"Dark Ivysaur - 6 (Best of Game 6 Promo)","ivysaur","Ivysaur"
"Dark Raichu - S3/S4 (Box Topper)","raichu","Raichu"
"Dark Venusaur - 7 (Best of Game 7 Promo)","venusaur","Venusaur"
"Darkrai - BW73 (BW Black Star Promos)","darkrai","Darkrai"
"Darkrai & Cresselia Legend - 99+100 (Single Oversized Promo)","darkrai","Darkrai"
"Darkrai (DP Black Star Promos)","darkrai","Darkrai"
"Darkrai GX - 88a (Burning Shadows)","darkrai","Darkrai"
"Dawn Wings Necrozma GX - 63 (Ultra Prism)","dawn wings necrozma","Dawn Wings Necrozma"
"Decidueye GX - SM37 (SM Black Star Promo)","decidueye","Decidueye"
"Deoxys EX - 53/116 (Plasma Freeze)","deoxys","Deoxys"
"Dialga - DP26 (DP Black Star Promo)","dialga","Dialga"
"Diancie - XY44 (XY Black Star Promo)","diancie","Diancie"
"Dragapult VMAX - SWSH097","dragapult","Dragapult"
"Dragonite EX - 72/108","dragonite","Dragonite"
"Dragonite EX - 74/111 (Furious Fists)","dragonite","Dragonite"
"Dubwool V - SWSH049","dubwool","Dubwool"
"Dusk Mane Necrozma GX - 90/156 (Ultra Prism)","dusk mane necrozma","Dusk Mane Necrozma"
"Eevee GX - SM174 (SM Black Star Promo)","eevee","Eevee"
"Eevee GX - SM175 (SM Black Star Promo)","eevee","Eevee"
"Eevee GX - SM176 (SM Black Star Promo)","eevee","Eevee"
"Electabuzz - 1 (Best of Game 1 Promo)","electabuzz","Electabuzz"
"Empoleon BREAK - XY134 (XY Black Star Promos)","empoleon","Empoleon"
"Entei - 5/12 (Box Topper)","entei","Entei"
"Espeon - 6/12 (Box Topper)","espeon","Espeon"
"Espeon & Deoxys GX Oversized - SM240 (SM Black Star Promo)","espeon","Espeon"
"Espeon GX - SM35 (SM Black Star Promos)","espeon","Espeon"
"Eternatus VMAX - SWSH045","eternatus","Eternatus"
"Feraligatr - 2/12 (Box Topper)","feraligatr","Feraligatr"
"Flareon GX - SM171 (SM Black Star Promo)","flareon","Flareon"
"Flygon EX - XY61 (XY Black Star Promo)","flygon","Flygon"
"Galarian Rapidash V - SWSH111","rapidash","Rapidash"
"Galarian Sirfetch'd V - SWSH043","sirfetch'd","Sirfetch'd"
"Gallade EX - XY45 (XY Black Star Promo)","gallade","Gallade"
"Garchomp EX - XY09 (XY Black Star Promo)","garchomp","Garchomp"
"Gengar EX - 34/119 (Phantom Forces)","gengar","Gengar"
"Greninja GX - SM197 (SM Black Star Promo)","greninja","Greninja"
"Grimmsnarl V - SWSH057","grimmsnarl","Grimmsnarl"
"Groudon - XY52 (XY Black Star Promo)","groudon","Groudon"
"Guzzlord GX - 63a (Crimson Invasion)","guzzlord","Guzzlord"
"Gyarados GX - SM212 (SM Black Star Promo)","gyarados","Gyarados"
"Hatterene V - SWSH055","hatterene","Hatterene"
"Hitmonchan - 2 (Best of Game 2 Promo)","hitmonchan","Hitmonchan"
"Ho-Oh - 11/12 (Box Topper)","ho-oh","Ho-oh"
"Ho-Oh BREAK - XY154 (XY Black Star Promo)","ho-oh","Ho-oh"
